itemName,itemEffect,itemSource,location,act
Gauntlet of the Tyrant,"Deal additional 1d4 Force damage with unarmed strikes +1 bonus to spell save DC Cast Command (level 3) ( Recharge: Long rest)","Enver Gortash in the throne room on the first floor during the coronation, or later on the top floor of the fortress","Throne room X: -6 Y: 208 Top floor X: -26 Y: 211",3
Servitor of the Black Hand Gloves,"Deal additional 1d4 Force damage with unarmed strikes Cast Fear ( Recharge: Long rest)",Opulent chest[3] in the audience hall wardrobe on the top floor,X: -32 Y: 198,3
Helldusk Boots,"Immunity to being moved against your will by enemy spells or actions, and your movement speed is unimpeded by Difficult Terrain When you fail a saving throw, you may use your Reaction to succeed it instead Gain an action to teleport up to 18 m / 60 ft away, dealing 2d8 Fire damage in a 3 m / 10 ft radius upon landing ( Recharge: Short rest)",Locked gilded chest[3] in the audience hall bedroom on the top floor,X: -32 Y: 219,3
Balduran's Giantslayer,"On a hit with this greatsword, deal additional damage equal to your Strength modifier x2 (instead of x1). Gain advantage on attack rolls against Large, Huge, or Gargantuan creatures Gain an action to increase in size, dealing additional 1d6 bonus damage with weapons and gaining advantage on Strength saving throws and ability checks (for 10 turns), and gaining 27 temporary hit points ( Recharge: Short rest) Gain an action to strike the target, dealing additional damage equal to your proficiency bonus; Large, Huge, and Gargantuan creatures take additional 2d6 Slashing damage and must succeed DC 12 Strength save or fall Prone for 2 turns ( Recharge: Short rest)",Ansur in The Dragon's Sanctum,Wyrmway X: 629 Y: -988,3
Helm of Balduran,"At the beginning of your turn, regain 2 hit points Saving throws +1 and AC +1 Immunity to being Stunned Immunity to enemy critical hits",On a stone altar in the alcove north of Ansur in The Dragon's Sanctum,Wyrmway X: 636 Y: -964,3
Cloth Armour,"When being damaged by an enemy, once per turn, gain Wrath for 2 turns",On a wooden table in the south-eastern room of the prison underneath the Basilisk Gate Barracks,Heapside Prison X: -1266 Y: 744,3
The Reviving Hands,"When healing others, give them Blade Ward for 2 turns. When reviving others, give them Death Ward for 2 turns Strength saving throws +1 Cast Revivify ( Recharge: Long rest)",Bought or stolen from Vicar Humbletoes at the Stormshore Tabernacle,X: 109 Y: -20,3
Mantle of the Holy Warrior,Cast Crusader's Mantle ( Recharge: Short rest),Bought or stolen from Vicar Humbletoes at the Stormshore Tabernacle,X: 109 Y: -20,3
The Sacred Star,"Deal additional 1d4 Radiant damage with this weapon On a hit with this morningstar, inflict 1 turn of Radiating Orb upon the target On a hit with this morningstar, Undead creatures must succeed DC 13 Wisdom save or get Turned for 3 turns Gain an action to strike the target, dealing additional Radiant damage equal to your proficiency bonus and creating an explosion of light in a 3 m / 10 ft radius; Enemies caught in the explosion must succeed DC 12 Constitution save or get Blinded for 3 turns ( Recharge: Short rest)",Bought or stolen from Vicar Humbletoes at the Stormshore Tabernacle,X: 109 Y: -20,3
Amulet of the Devout,"+2 bonus to spell save DC Gain an additional Channel Divinity charge that replenishes on short rest",Offering chest[1] in the treasury room in the Stormshore Tabernacle basement,Stormshore Tabernacle - Basement X: 796 Y: 1159,3
Shield of Shielding,"Gain an action to expend your Reaction and bash with this shield when hit by an enemy, knocking them Prone for 1 turn if they fail their Dexterity save against your spell save DC Cast Shield ( Recharge: Long rest)",Offerings to Helm chest[1] in the treasury room in the Stormshore Tabernacle basement,Stormshore Tabernacle - Basement X: 796 Y: 1159,3
Hammer of the Just,"Deal additional 1d4 Radiant damage with this weapon Deal additional 1d6 Bludgeoning damage with this weapon against Fiends and Undead Cast Detect Thoughts ( Recharge: Long rest)",Offerings to Tyr chest[1] in the treasury room in the Stormshore Tabernacle basement,Stormshore Tabernacle - Basement X: 796 Y: 1159,3
Dolor Amarus,"On a critical hit with weapons, deal addtitional 7 damage","Dolor at the entrance gate of the Murder Tribunal if you arrive there with no severed hands, or otherwise at the Highberry's Home wine festival[2] and later in the south-eastern room of the Facemaker's Boutique if not killed at the festival. Bought from Echo of Abazigal[4] at the tribunal hall after you became the unholy assassin during Impress the Murder Tribunal","Murder Tribunal X: -1299 Y: 504 Highberry's Home X: 27 Y: -38 Facemaker's Boutique X: -166 Y: -39 Murder Tribunal X: -1261 Y: 507",3
Spaceshunt Boots,Cast Dimension Door ( Recharge: Long rest),"Dolor at the entrance gate of the Murder Tribunal if you arrive there with no severed hands, or otherwise at the Highberry's Home wine festival[2] and later in the south-eastern room of the Facemaker's Boutique if not killed at the festival","Murder Tribunal X: -1299 Y: 504 Highberry's Home X: 27 Y: -38 Facemaker's Boutique X: -166 Y: -39",3
Blackguard's Sword,"Deal additional 1d4 Necrotic damage with this weapon On a Smite with this longsword, the target must succeed DC 13 Constitution save or get Dazed for 2 turns",That Which Guards[3] at the entrance gate of the Murder Tribunal,Murder Tribunal X: -1295 Y: 502,3
Blackguard's Plate,"All incoming damage is reduced by 1 Advantage on Wisdom saving throws Disadvantage on Stealth ability checks",That Which Guards[3] at the entrance gate of the Murder Tribunal,Murder Tribunal X: -1295 Y: 502,3
Shield of the Undevout,"Enemies have disadvantage on saving throws to resist your Fearful attacks and spells Gain one additional level 1 spell slot while having this shield equipped Gain an action to expend your Reaction and bash with this shield when hit by an enemy, knocking them Prone for 1 turn if they fail their Dexterity save against your spell save DC",That Which Guards[3] at the entrance gate of the Murder Tribunal,Murder Tribunal X: -1295 Y: 502,3
Blackguard's Greaves,"Movement speed is increased by 3 m / 10 ft Athletics +1",That Which Lurks[3] at the entrance gate of the Murder Tribunal,Murder Tribunal X: -1295 Y: 502,3
Blackguard's Gauntlets,"Cast Inflict Wounds (level 4) ( Recharge: Long rest) Strength saving throws +1 Attack rolls +1",That Which Watches[3] at the entrance gate of the Murder Tribunal,Murder Tribunal X: -1295 Y: 502,3
Sword of Chaos,"Deal additional 1d4 Necrotic damage with this weapon On a hit with this greatsword, regain 1d6 hit points",Sarevok Anchev at the tribunal hall,Murder Tribunal X: -1267 Y: 503,3
Sarevok's Horned Helmet,"Gain Darkvision with a 3 m / 10 ft range, or increase the existing one to 15 m / 50 ft. Reduce the number you need to roll a critical hit while attacking by 1. This effect stacks Immunity to being Frightened, Fearful, and afflicted with Hideous Laughter",Sarevok Anchev at the tribunal hall,Murder Tribunal X: -1267 Y: 503,3
Amulet of Bhaal,"On a hit against a target with full HP, once per attack, inflict 2 turns of Bleeding upon the target","Looted from Sarevok Anchev at the tribunal hall, or rewarded by him for Impress the Murder Tribunal",Murder Tribunal X: -1295 Y: 502,3
Bhaalist Gloves,"Attack rolls +1 Gain an action to garrote a Humanoid creature, dealing 1d10 Bludgeoning damage; The target must succeed DC 14 Strength save or suffer through Garrote for 3 turns ( Recharge: Short rest)",Bought from Echo of Abazigal[4] at the tribunal hall after you became the unholy assassin during Impress the Murder Tribunal,Murder Tribunal X: -1261 Y: 507,3
Bhaalist Armour,"Enemies in a 2 m / 7 ft radius become vulnerable to Piercing damage, unless they are immune to it +2 bonus to Initiative rolls",Bought from Echo of Abazigal[4] at the tribunal hall after you became the unholy assassin during Impress the Murder Tribunal,Murder Tribunal X: -1261 Y: 507,3
Assassin of Bhaal Cowl,"Gain Darkvision with a 3 m / 10 ft range and a +2 bonus to Initiative rolls Cast See Invisibility ( Recharge: Short rest)",Bought from Echo of Abazigal[4] at the tribunal hall after you became the unholy assassin during Impress the Murder Tribunal,Murder Tribunal X: -1261 Y: 507,3
Craterflesh Gloves,"On a critical hit, deal additional 1d6 Force damage",Bought from Echo of Abazigal[4] at the tribunal hall after you became the unholy assassin during Impress the Murder Tribunal,Murder Tribunal X: -1261 Y: 507,3
Vicious Battleaxe,"On a critical hit with weapons, deal addtitional 7 damage",Bought from Echo of Abazigal[4] at the tribunal hall after you became the unholy assassin during Impress the Murder Tribunal,Murder Tribunal X: -1261 Y: 507,3
Vicious Shortbow,"On a critical hit with weapons, deal addtitional 7 damage",Bought from Echo of Abazigal[4] at the tribunal hall after you became the unholy assassin during Impress the Murder Tribunal,Murder Tribunal X: -1261 Y: 507,3
Dread Iron Dagger,"While being Hidden, deal additional 1d6 Necrotic damage with your weapons",Bought from Echo of Abazigal[4] at the tribunal hall after you became the unholy assassin during Impress the Murder Tribunal,Murder Tribunal X: -1261 Y: 507,3
Fleshrender,"Gain an action to strike the target, dealing additional Necrotic damage equal to your proficiency bonus; The target must suceed DC 12 Constitution save or suffer from Rended Flesh for 3 turns ( Recharge: Short rest)",Bought from Echo of Abazigal[4] at the tribunal hall after you became the unholy assassin during Impress the Murder Tribunal,Murder Tribunal X: -1261 Y: 507,3
Keepsake Ring,Cast Dominate Beast ( Recharge: Long rest),On the floor in the middle of the Elfsong Tavern basement,Elfsong Tavern - Basement X: -860 Y: 528,3
Boots of Psionic Movement,"If githyanki[5], deal additional 1d4 Psychic damage with your next melee weapon attack after casting Fly Dexterity saving throws +1 Gain an action to enable yourself to Fly for 10 turns ( Recharge: Long rest)",Ch'r'ai Har'rak next to the round table in the middle of the hideout hall,Knights of the Shield Hideout X: -739 Y: 549,3
Sword of the Emperor,"Deal additional 1d4 damage with this weapon against shapeshifting and polymorphed creatures +2 bonus to saving throws against spells",On a weapon rack in the northern-most room of the Knights of the Shield Hideout,Knights of the Shield Hideout X: -732 Y: 588,3
Cerebral Citadel Armour,"Immunity to being Frightened Intelligence, Wisdom, and Charisma saving throws +1 Disadvantage on Stealth ability checks",Emperor's Wardrobe in the northern-most room of the Knights of the Shield Hideout,Knights of the Shield Hideout X: -727 Y: 589,3
Cerebral Citadel Gloves,"When Charming or Frightening a creature, gain a 1d4 bonus to attack rolls and saving throws Strength saving throws +1",Emperor's Wardrobe in the northern-most room of the Knights of the Shield Hideout,Knights of the Shield Hideout X: -727 Y: 589,3
Kurwin's Cauteriser,"Deal additional 1d4 Fire damage with this weapon On a hit with this scimitar, the target must suceed DC 13 Constitution save or suffer Burning for 2 turns",Bugthimble in the dirt mound at the Graveyard (Lower City),X: 8 Y: 24,3
Armour of Persistence,"All incoming damage is reduced by 2 Gain Resistance and Blade Ward Disadvantage on Stealth ability checks","Bought or stolen from Dammon at his Forge of the Nine, north-east of the Lower City Central Wall waypoint",X: -2 Y: -9,3
Boots of Persistence,"Movement speed is increased by 3 m / 10 ft, and you gain Freedom of Movement Dexterity saving throws +1","Bought or stolen from Dammon at his Forge of the Nine, north-east of the Lower City Central Wall waypoint",X: -2 Y: -9,3
Legacy of the Masters,"Gain a +2 bonus to all attack rolls, and a +2 bonus to damage rolls with weapons Strength saving throws +1","Bought or stolen from Dammon at his Forge of the Nine, north-east of the Lower City Central Wall waypoint",X: -2 Y: -9,3
Unwanted Masterwork Scalemail,"Add your full Dexterity modifier to your AC while wearing this armour Resistance to Fire damage","Bought or stolen from Dammon at his Forge of the Nine, north-east of the Lower City Central Wall waypoint",X: -2 Y: -9,3
Unwanted Masterwork Gauntlets,"Attack rolls +1 Strength saving throws +1",Gilded Chest next to wooden crates in the Forge of the Nine basement,Forge of the Nine - Basement X: 392 Y: 766,3
Unwanted Masterwork Greaves,Athletics +1,Gilded Chest next to wooden crates in the Forge of the Nine basement,Forge of the Nine - Basement X: 392 Y: 766,3
Gemini Gloves,Gain a toggle action to make your next cantrip cast target one additional foe. The same target can be chosen twice ( Recharge: Short rest),Bought or stolen[6] from Helsik at her desk on the ground floor of Devil's Fee north of the Lower City Central Wall waypoint,X: -39 Y: 15,3
Cloak of the Weave,"+1 bonus to spell save DC and spell attack rolls Gain a reaction to take half the damage from the next elemental attack targeting you, and deal an additional 1D6 of that element type on your next weapon attack or spell cast ( Recharge: Short rest)",Bought or stolen[6] from Helsik at her desk on the ground floor of Devil's Fee north of the Lower City Central Wall waypoint,X: -39 Y: 15,3
Shapeshifter Hat,"Gain an additional Wild Shape charge that replenishes on long rest Nature +1",Bought or stolen[6] from Helsik at her desk on the ground floor of Devil's Fee north of the Lower City Central Wall waypoint,X: -39 Y: 15,3
Spellseeking Gloves,"When you make a spell attack roll, you can expend a Sorcery Point to gain advantage on the roll. This costs 1 Sorcery Point per spell slot level, with cantrip costing 1 point",Bought or stolen[6] from Helsik at her desk on the ground floor of Devil's Fee north of the Lower City Central Wall waypoint,X: -39 Y: 15,3
Hellbeard Halberd,Deal additional 6 Poison damage with this weapon,Bought or stolen[6] from Helsik at her desk on the ground floor of Devil's Fee north of the Lower City Central Wall waypoint,X: -39 Y: 15,3
Caitiff Staff,"+1 bonus to spell save DC and spell attack rolls Gain an action to restore one Pact Magic spell slot ( Recharge: Long rest)",Bought or stolen[6] from Helsik at her desk on the ground floor of Devil's Fee north of the Lower City Central Wall waypoint,X: -39 Y: 15,3
Gibus of the Worshipful Servant,"Once the combat starts, gain Momentum for the duration equal to your Charisma modifier Advantage on concentration saving throws",Bought or stolen from Helsik at her desk on the ground floor of Devil's Fee. Can also be looted from Sceleritas Fel once he dies after The Urge events in the Bhaal Temple,"X: -39 Y: 15 Bhaal Temple X: 56 Y: 1006",3
Mask of Soul Perception,"+2 bonus to attack rolls, Initiative rolls, and Perception ability checks Cast Detect Thoughts ( Recharge: Short rest)",Locked gilded chest in the bedroom on the top floor of Devil's Fee,X: -33 Y: 17,3
Hat of the Sharp Caster,"When you roll a 1 or 2 on a damage roll for a spell attack, that roll is rerolled once",Bartered with Tara on the roof of Devil's Fee[7] for Fish or a magical item,X: -27 Y: 5,3
Helldusk Helmet,"You can see in magical and ordinary darkness up to a range of 12 m / 40 ft. Immunity to being Blinded +2 bonus to saving throws against spells Immunity to enemy critical hits Gain an action to immolate the target up to 9 m / 30 ft away, dealing 2d8 Fire damage; The target must succeed their Intelligence save against your spell save DC or receive full damage (instead of half damage on a save) and get Frightened for 3 turns ( Recharge: Short rest)",Treasure Crates in the Raphael's vault[8],House of Hope X: -6484 Y: 2936,3
Staff of Spellpower,"+1 bonus to spell save DC and spell attack rolls Gain a toggle action to make the next spell cost no spell slots ( Recharge: Long rest)",On a pedestal in the Raphael's vault[8],House of Hope X: -6484 Y: 2936,3
Helldusk Gloves,"+1 bonus to spell save DC and all attack rolls Deal additional 1d6 Fire damage with your weapons or additional 1d6 Necrotic damage with unarmed strikes. On an unarmed hit, the target must succeed DC 15 Constitution save or suffer Bleeding for 2 turns Strength saving throws +1 Cast Rays of Fire ( Recharge: Short rest)",Haarlep in the Raphael's boudoir,House of Hope X: -6485 Y: 2990,3
Gauntlets of Hill Giant Strength,"Strength saving throws +1 Set your Strength to 23[9] while wearing these gauntlets",Stolen from the right-most pedestal in the House of Hope archive. Can be stolen afterwards from Helsik at her desk on the ground floor of Devil's Fee if handed over to her for Acquire the Gauntlets for Helsik,"House of Hope X: -6549 Y: 2940 X: -39 Y: 15",3
Amulet of Greater Health,"Set your Constitution to 23[10] while wearing this amulet Advantage on Constitution saving throws",Stolen from the left pedestal in the House of Hope archive,House of Hope X: -6548 Y: 2905,3
Orphic Hammer,"Advantage on saving throws against spells Story significance: Gain an action to destroy the shackles of Hope in the House of Hope, and those of Orpheus in the Astral Plane",Stolen from the central pedestal in the House of Hope archive,House of Hope X: -6543 Y: 2921,3
Burnished Ring,Gain an action to fire a ray at a target up to 18 m / 60 ft away; The target must succeed DC 13 Constitution save or get Paralysed for 2 turns ( Recharge: Long rest),Spectator in the House of Hope prison,House of Hope - Hope's Prison X: -6481 Y: 2921,3
Helldusk Armour,"You are proficient with this armour while wearing it On your successful saving throw against an enemy attack, the attacker that caused the throw gets Burned for 3 turns Resistance to Fire damage and immunity to Burning. All incoming damage is reduced by 3 Gain an action to enable yourself to Fly for 10 turns ( Recharge: Long rest)",Raphael at the teleportation circle,House of Hope X: -6477 Y: 2884,3
Gloves of Soul Catching,"Deal additional 1d10 Force damage with unarmed strikes On an unarmed hit, once per turn, regain 1d10 hit points. Alternatively, you may choose to exchange the healing reaction for a +5 bonus to your next attack roll or saving throw, until the end of your next turn Increase your Constitution by 2 (max 20) while wearing these gloves",Rewarded for Save Hope after defeating Raphael,House of Hope X: -6477 Y: 2884,3
Amulet of Elemental Torment,"When you stand on a Fire, Acid, Caustic Brine, or Poison surface and cast a spell that deals damage, the target also suffers the surface's effects",Looted from Hope after defeating Raphael and completing Save Hope,House of Hope X: -6477 Y: 2884,3
Slinging Shoes,"When thrown, returns to you. Deal additional 2d4 Psychic damage when Throwing these boots Dexterity saving throws +1",Bartered with Tara on the roof of Highberry's Home[11] for Fish or a magical item,X: -1 Y: -39,3
Winter's Clutches,"When you deal Cold damage, once per attack, inflict 2 turns of Encrusted with Frost upon the target(s)",On a pedestal beneath the stained glass window behind the lava and water elementals on the ground floor of Sorcerous Sundries,X: -2 Y: -66,3
Gold Wyrmling Staff,"Deal additional 1d4 Fire damage in melee with this weapon Cast Fire Bolt ( Recharge: Per turn)",On a pedestal beneath the stained glass window behind the lava and water elementals on the ground floor of Sorcerous Sundries,X: -2 Y: -66,3
Coldbrim Hat,"On applying condition to an enemy with a spell, once per turn, inflict 2 turns of Encrusted with Frost upon the target(s)",On a pedestal beneath the stained glass window behind the lava and water elementals on the ground floor of Sorcerous Sundries,X: -2 Y: -66,3
Quickspell Gloves,Gain a toggle action to make your next cantrip cast cost Bonus action instead of Action ( Recharge: Short rest),Bought or stolen from Lorroakan's Projection[12] at the foyer desk on the ground floor of Sorcerous Sundries,X: -7 Y: -79,3
Ring of Regeneration,"At the start of your turn during combat, regain 1d4 hit points",Bought or stolen from Lorroakan's Projection[12] at the foyer desk on the ground floor of Sorcerous Sundries,X: -7 Y: -79,3
Vest of Soul Rejuvenation,"On your successful saving throw against a spell, regain 1d4 hit points You can expend your Reaction to make an unarmed strike against an attacker that missed Armour Class +2",Bought or stolen from Lorroakan's Projection[12] at the foyer desk on the ground floor of Sorcerous Sundries,X: -7 Y: -79,3
Armour of Landfall,"+1 bonus to spell save DC At the start of your turn during combat while standing on Plant Growth or Vines, regain 1d4 hit points Advantage on Constitution saving throws Cast Plant Growth ( Recharge: Short rest)",Bought or stolen from Lorroakan's Projection[12] at the foyer desk on the ground floor of Sorcerous Sundries,X: -7 Y: -79,3
Birthright,Increase your Charisma by 2 (max 22) while wearing this hat,Bought or stolen from Lorroakan's Projection[12] at the foyer desk on the ground floor of Sorcerous Sundries,X: -7 Y: -79,3
Harper Sacredstriker,Cast Spiritual Weapon (level 6) ( Recharge: Long rest),Bought or stolen from Lorroakan's Projection[12] at the foyer desk on the ground floor of Sorcerous Sundries,X: -7 Y: -79,3
Despair of Athkatla,+1 bonus to spell save DC and spell attack rolls,Lorroakan at the top of the Ramazith's Tower,Ramazith's Tower X: 4962 Y: 704,3
Shelter of Athkatla,"Advantage on saving throws against spells Cast Mirror Image ( Recharge: Long rest)",Lorroakan at the top of the Ramazith's Tower,Ramazith's Tower X: 4962 Y: 704,3
